"Name","Segment","Parameter","Units","Data_Column","Filename","Output_Timestep"
"Time Series File 3 Segment 41 Depth 5.00 m","41","Q","m^3/s","5/20","TDA_tsr_3_seg41.opt",    0.041667
"Time Series File 3 Segment 41 Depth 5.00 m","41","SRON","W/m^2","6/20","TDA_tsr_3_seg41.opt",    0.041667
"Time Series File 3 Segment 41 Depth 5.00 m","41","EXT","1/m","7/20","TDA_tsr_3_seg41.opt",    0.041667
"Time Series File 3 Segment 41 Depth 5.00 m","41","Depth","m","8/20","TDA_tsr_3_seg41.opt",    0.041667
"Time Series File 3 Segment 41 Depth 5.00 m","41","WIDTH","m","9/20","TDA_tsr_3_seg41.opt",    0.041667
"Time Series File 3 Segment 41 Depth 5.00 m","41","SHADE","","10/20","TDA_tsr_3_seg41.opt",    0.041667
"Time Series File 3 Segment 41 Depth 5.00 m","41","Tvolavg","W/m^2","11/20","TDA_tsr_3_seg41.opt",    0.041667
"Time Series File 3 Segment 41 Depth 5.00 m","41","NetRad","W/m^2","12/20","TDA_tsr_3_seg41.opt",    0.041667
"Time Series File 3 Segment 41 Depth 5.00 m","41","SWSolar","W/m^2","13/20","TDA_tsr_3_seg41.opt",    0.041667
"Time Series File 3 Segment 41 Depth 5.00 m","41","LWRad","W/m^2","14/20","TDA_tsr_3_seg41.opt",    0.041667
"Time Series File 3 Segment 41 Depth 5.00 m","41","BackRad","W/m^2","15/20","TDA_tsr_3_seg41.opt",    0.041667
"Time Series File 3 Segment 41 Depth 5.00 m","41","EvapF","W/m^2","16/20","TDA_tsr_3_seg41.opt",    0.041667
"Time Series File 3 Segment 41 Depth 5.00 m","41","ConducF","W/m^2","17/20","TDA_tsr_3_seg41.opt",    0.041667
"Time Series File 3 Segment 41 Depth 5.00 m","41","N2","g/m^3","18/20","TDA_tsr_3_seg41.opt",    0.041667
"Time Series File 3 Segment 41 Depth 5.00 m","41","DO","g/m^3","19/20","TDA_tsr_3_seg41.opt",    0.041667
"Time Series File 3 Segment 41 Depth 5.00 m","41","Oxygen % Gas Saturation","","20/20","TDA_tsr_3_seg41.opt",    0.041667
"Time Series File 4 Segment 41 Depth 10.00 m","41","DLT","s","1/20","TDA_tsr_4_seg41.opt",    0.041667
"Time Series File 4 Segment 41 Depth 10.00 m","41","ELWS","m","2/20","TDA_tsr_4_seg41.opt",    0.041667
"Time Series File 4 Segment 41 Depth 10.00 m","41","T2","Celsius","3/20","TDA_tsr_4_seg41.opt",    0.041667
"Time Series File 4 Segment 41 Depth 10.00 m","41","U","m/s","4/20","TDA_tsr_4_seg41.opt",    0.041667
"Time Series File 4 Segment 41 Depth 10.00 m","41","Q","m^3/s","5/20","TDA_tsr_4_seg41.opt",    0.041667
"Time Series File 4 Segment 41 Depth 10.00 m","41","SRON","W/m^2","6/20","TDA_tsr_4_seg41.opt",    0.041667
"Time Series File 4 Segment 41 Depth 10.00 m","41","EXT","1/m","7/20","TDA_tsr_4_seg41.opt",    0.041667
"Time Series File 4 Segment 41 Depth 10.00 m","41","Depth","m","8/20","TDA_tsr_4_seg41.opt",    0.041667
"Time Series File 4 Segment 41 Depth 10.00 m","41","WIDTH","m","9/20","TDA_tsr_4_seg41.opt",    0.041667
"Time Series File 4 Segment 41 Depth 10.00 m","41","SHADE","","10/20","TDA_tsr_4_seg41.opt",    0.041667
"Time Series File 4 Segment 41 Depth 10.00 m","41","Tvolavg","W/m^2","11/20","TDA_tsr_4_seg41.opt",    0.041667
"Time Series File 4 Segment 41 Depth 10.00 m","41","NetRad","W/m^2","12/20","TDA_tsr_4_seg41.opt",    0.041667
"Time Series File 4 Segment 41 Depth 10.00 m","41","SWSolar","W/m^2","13/20","TDA_tsr_4_seg41.opt",    0.041667
